Brand,Dealer Name,Address,City,Phone,Website,Validation Status,Last Checked
Ford,Downtown Ford,,Toronto,,https://www.downtownford.ca/,OK,2025-06-16
Ford,Weston Ford,,,,https://westonford.ca/ford-used-cars-toronto/,OK,2025-06-16
Ford,Dixie Ford,"5700 Dixie Rd, Mississauga, ON L4W 4J3",Mississauga,(905) 238-5550,https://www.dixieford.com,OK,2025-06-16
Ford,Thorncrest Ford,,Etobicoke,(905) 721-6561,https://www.thorncrestford.ca/en,OK,2025-06-16
Ford,Yonge Steels Ford,,Thornhill,,https://yongesteelesfordlincoln.com/,OK,2025-06-16
Ford,Pine Tree Ford,,,,https://www.pinetreeford.com/,OK,2025-06-16
Ford,Summit Ford,,,,http://www.summitford.com/,OK,2025-06-16
Ford,Whiteoak Ford,,Mississauga,,https://www.whiteoakford.ca/,OK,
Ford,Meadowvale Ford,,Mississauga,,https://meadowvaleford.com/,OK,
Ford,Erinwood Ford,,Mississauga,,https://erinwoodford.com/,OK,
Ford,Planet Ford,,Brampton ,,https://www.planetford.ca,OK,
Ford,Heritage Ford,,Scarborough,,https://www.heritageford.ca,OK,
Ford,Markville Ford,,Unionville,,https://www.markvilleford.com/,OK,
Ford,Twin Hills Ford,,Richmond Hill,,https://www.twinhillsfordlincoln.com/,OK,
Chevrolet,Addison on Eglinton,,Mississauga,,https://addisononeglinton.com/,OK,2025-06-16
Chevrolet,Addison on Erin Mills,,Mississauga,,https://addisononerinmills.com/,OK,
Chevrolet,Roy Foss Chevrolet,"2 Auto Park Circle, Woodbridge, ON L4L 8R1",Woodbridge,(905) 850-1000,https://www.royfosswoodbridge.com,OK,2025-06-16
Chevrolet,Applewood Chevrolet,"2000 Dundas St E, Mississauga, ON L4X 1L9",Mississauga,(905) 270-4111,https://www.applewoodauto.com,OK,2025-06-16
Chevrolet,Markville Chevrolet,,Markham,,https://www.markvillechevrolet.com,OK,2025-06-16
Kia,QEW Kia,"1581 The Queensway, Toronto, ON M8Z 1T8",Toronto,,https://www.qewkia.com/,OK,2025-06-16
Kia,Kia Yorkdale,"2460 Dufferin Street, Toronto, ON M6E 3T3",Toronto,(416) 749-2555,https://www.kiayorkdale.com/,OK,2025-06-16
Kia,North York Kia,"4600 Dufferin Street, Toronto, ON M3H 5S4",Mississauga,(905) 625-5515,https://www.northyorkkia.ca/en,OK,2025-06-16
Kia,Plaza Kia,"9144 Yonge Street, Richmond Hill, ON L4C 3C2",Richmond Hill,(905) 874-5424,https://www.plazakia.com/en,OK,2025-06-16
Kia,Foster Kia,"2201 Markham Road, Scarborough, ON M1B 2W3",Scarborough,,https://www.fosterkia.com/,OK,2025-06-16
Kia,Markham Kia,"8210 Kennedy Road, Markham, ON L3R 5X3",Markham,,https://www.markhamkia.ca/en,OK,2025-06-16
Kia,Scarboro Kia,"2592 Eglinton Avenue East, Scarborough, ON M1K 2R5",Scarborough,,https://www.scarborokia.ca/,OK,
Kia,401 Dixie Kia,"5500 Dixie Road, Unit C, Mississauga, ON L4W 4N3",Mississauga,,https://www.401dixiekia.com/en,OK,
Kia,Airport Kia,"3295 Derry Road East, Mississauga, ON L4T 1A8",Mississauga,,https://www.airportkia.ca/,OK,
Kia,Mississauga Kia,"2600 Motorway Boulevard, Mississauga, ON L5L 1X3",Mississauga,,https://www.mississaugakia.com/,OK,
Kia,Kia of Brampton,"85 Canam Crescent, Brampton, ON L7A 1G1",Brampton,,https://www.kiaofbrampton.ca/,OK,
Kia,Performance Kia Mayfield,"85 Ace Drive, Brampton, ON L6R 3Y2",Brampton,,https://www.performancekiamayfield.ca/,OK,
Kia,Kia of Newmarket,"80 Harry Walker Parkway, Newmarket, ON L3Y 8W2",Newmarket,,https://www.kiaofnewmarket.com/en,,
Volkswagen,Maple Volkswagen,"260 Sweet River Blvd, Maple, ON L6A 4A1",Maple,,https://www.maplevw.com/,OK,2025-06-16
Volkswagen,Volkswagen Villa,"212 Steeles Ave W, Thornhill, Ontario, L4J 1A1",Thornhill,,https://www.volkswagenvilla.ca/en,OK,2025-06-16
Volkswagen,Martin Grove Volkswagen,"7731 Martin Grove Rd, Woodbridge, ON L4L 1T7",Woodbridge,,https://www.martingrovevw.ca/,OK,2025-06-16
Volkswagen,Volkswagen Richmond Hill,"10440 Yonge St, Richmond Hill, ON L4C 3C4",Richmond Hill,,https://www.richmondhillvw.ca/,OK,2025-06-16
Volkswagen,Yorkdale Volkswagen,"600 Wilson Ave, Toronto, ON M3K 1C9",Toronto,,https://www.yorkdalevw.ca/,OK,2025-06-16
Volkswagen,Volkswagen Unionville,"4088 Hwy 7, Unionville, ON L3R 1L4",Unionville,,https://www.volkswagenunionville.ca/en,OK,
Volkswagen,Volkswagen Midtown Toronto,"3450 Sheppard Ave E, Scarborough, ON M1T 3K5",Scarborough,,https://www.vwmidtowntoronto.com/en,OK,
Volkswagen,Don Valley Volkswagen,"1695 Eglinton Ave E, North York, ON M4A 1J6",North York,,https://www.donvalleyvolkswagen.ca/,OK,
Volkswagen,401 Dixie Volkswagen,"5500 Dixie Rd Unit G, Mississauga, ON L4W 3Z1",Mississauga,,https://www.401dixievolkswagen.ca/en,OK,
Volkswagen,Bramgate Volkswagen,"15 Coachworks Cres, Brampton, ON L6R 3Y2",Brampton,,https://www.bramgatevw.ca/en,OK,
Volkswagen,Humberview Volkswagen,"1650 The Queensway, Etobicoke, ON M8Z 1X1",Etobicoke,,https://www.humberviewvw.com/en,OK,
Volkswagen,Volkswagen Downtown Toronto,"380 Front St E, Toronto, ON M5A 1H1",Toronto,,https://www.volkswagendowntowntoronto.ca/,OK,
Volkswagen,Volkswagen of Newmarket,"16885 Leslie St, Newmarket, ON L3Y 9A1",Newmarket,,https://www.vwofnewmarket.com/,OK,
Volkswagen,Pickering Volkswagen Inc,"503 Kingston Rd, Pickering, ON L1V 3N7",Pickering,,https://www.pickeringvw.ca/,OK,
Volkswagen,Mississauga Volkswagen,"2420 Motorway Blvd, Mississauga, ON L5L 1X3",Mississauga,,https://www.mississaugavolkswagen.com/,,
Chrysler/Dodge/Jeep/Ram,Eastway Chrysler,"3030 Woodchester Dr, Mississauga, ON L5L 2M2",Mississauga,(905) 828-7000,https://eastwaychrysler.com,NEEDS_REVIEW,2025-06-16
Chrysler/Dodge/Jeep/Ram,Mississauga Chrysler,"2332 Royal Windsor Dr, Mississauga, ON L5J 1K5",Mississauga,(905) 823-6789,https://mississaugachrysler.ca,NEEDS_REVIEW,2025-06-16
Chrysler/Dodge/Jeep/Ram,Team Chrysler,"777 Dundas St E, Mississauga, ON L4Y 4G5",Mississauga,(905) 272-2222,https://teamchrysler.ca,NEEDS_REVIEW,2025-06-16
Chrysler/Dodge/Jeep/Ram,Bramgate Chrysler,"2 Fisherman Dr, Brampton, ON L7A 3M9",Brampton,(905) 495-0000,https://bramgatechrysler.com,NEEDS_REVIEW,2025-06-16
Chrysler/Dodge/Jeep/Ram,Woodchester Chrysler,"3030 Woodchester Dr, Mississauga, ON L5L 2M2",Mississauga,(905) 828-7000,https://woodchesterchrysler.ca,NEEDS_REVIEW,2025-06-16
Chrysler/Dodge/Jeep/Ram,Downsview Chrysler,"1848 Victoria Park Ave, North York, ON M1R 1T1",North York,(416) 444-4600,https://www.downsviewchrysler.ca,OK,2025-06-16
